age,gender,current_country,highest_education,field_of_study,years_of_experience,english_proficiency,academic_score,current_salary_usd,available_funds_usd,loan_eligibility,family_support,risk_tolerance,target_role,career_switch,priority_income,priority_pr,priority_stability,uk_hourly_wage,uk_employment_rate,uk_psw_available,uk_pr_years_required,uk_university_tier,uk_degree_duration_years,uk_city,uk_cost_of_living_monthly,uk_accommodation_monthly,uk_relocation_cost,local_avg_salary,local_cost_of_living_monthly,local_employment_rate,uk_avg_salary_target_role,uk_skill_shortage,uk_tuition_cost_usd,uk_outcome_score
34,male,India,Master,Data Analyst,2.5,3,83,11232,18214,yes,no,low,Business Analyst,no,3,1,4,44,76,yes,5,Non-Russell,1,Birmingham,1122,695,3215,12752,371,61,91520,yes,18790,82.8
22,female,India,Master,Software Engineer,4.9,5,84,11861,8118,yes,yes,low,Web Developer,no,2,2,4,20,79,yes,5,Russell,2,London,1535,573,1622,6945,582,58,41600,no,23997,17.2
23,male,India,Bachelor,AI Engineer,5.0,4,78,4240,8709,no,yes,medium,Web Developer,yes,5,4,1,29,80,yes,5,Russell,2,Nottingham,1402,602,2104,9428,439,66,60320,no,24063,37.5
29,male,India,Bachelor,Web Developer,2.0,4,65,7440,23857,yes,no,medium,AI Engineer,no,4,1,1,26,77,yes,5,Non-Russell,1,Nottingham,1571,724,2403,13973,538,55,54080,no,19383,28.7
27,female,India,Bachelor,Cybersecurity Analyst,4.2,5,69,8631,27941,yes,yes,high,AI Engineer,no,4,2,3,38,80,yes,5,Non-Russell,2,Birmingham,995,622,3037,13168,377,71,79040,yes,14768,73.6
24,male,India,Bachelor,Software Engineer,4.6,5,86,5407,20601,no,no,medium,AI Engineer,yes,2,5,5,39,79,yes,5,Non-Russell,2,Manchester,1006,601,3481,11926,498,58,81120,yes,12715,82.1
30,female,India,Bachelor,AI Engineer,3.9,5,74,7502,11250,no,yes,high,Software Engineer,no,2,4,1,22,74,yes,5,Russell,2,Birmingham,1531,763,2894,9098,316,58,45760,no,27871,10.8
25,female,India,Master,Cybersecurity Analyst,0.9,5,80,8038,16061,no,yes,medium,Business Analyst,no,2,5,1,18,82,yes,5,Non-Russell,1,London,1512,660,3852,6547,517,63,37440,no,12542,26.3
22,female,India,Bachelor,Business Analyst,5.3,5,81,4082,16609,no,yes,medium,Business Analyst,yes,3,2,2,27,82,yes,5,Non-Russell,2,Birmingham,1514,732,2808,8207,528,64,56160,no,13547,46.8
33,male,India,Bachelor,Cybersecurity Analyst,3.2,3,79,9077,10603,no,yes,medium,AI Engineer,no,2,5,1,34,81,yes,5,Russell,2,Nottingham,1577,774,3365,8984,437,73,70720,yes,26759,45.2
31,male,India,Bachelor,Data Analyst,1.7,3,85,11998,20046,no,yes,medium,Cybersecurity Analyst,yes,1,5,5,21,79,yes,5,Russell,1,Birmingham,1597,757,3441,12542,446,73,43680,no,20704,13.9
33,male,India,Master,Data Analyst,2.6,4,65,7768,25485,yes,no,high,Software Engineer,no,5,5,2,32,76,yes,5,Non-Russell,1,Birmingham,931,810,3809,8590,509,69,66560,no,14241,67.2
28,female,India,Master,Business Analyst,0.2,3,82,4950,28805,no,no,high,Cybersecurity Analyst,no,2,1,4,36,72,yes,5,Russell,2,Manchester,1392,638,3097,8174,457,71,74880,yes,23725,58.4
24,male,India,Master,Software Engineer,0.8,3,84,11995,15857,yes,yes,medium,Data Analyst,yes,3,1,4,44,72,yes,5,Non-Russell,1,Nottingham,965,726,1990,7797,452,61,91520,yes,13050,100.0
29,female,India,Master,AI Engineer,4.6,3,69,4610,19620,no,yes,medium,Business Analyst,no,5,1,2,25,72,yes,5,Non-Russell,1,Leeds,1078,772,2554,7880,462,57,52000,no,17165,43.0
25,male,India,Bachelor,Cybersecurity Analyst,0.0,5,66,8669,16177,no,no,high,Business Analyst,no,4,4,2,40,81,yes,5,Russell,1,Leeds,1342,816,2201,9056,400,59,83200,yes,18124,74.9
33,female,India,Bachelor,Data Analyst,2.5,4,81,10429,26645,yes,no,low,Cybersecurity Analyst,no,2,2,2,32,73,yes,5,Russell,2,Nottingham,1448,886,2791,11043,454,70,66560,no,27729,38.3
29,male,India,Master,Software Engineer,3.1,4,76,9084,19826,no,yes,low,Software Engineer,yes,5,1,3,44,75,yes,5,Non-Russell,2,Leeds,1100,585,3559,8257,309,61,91520,yes,15001,92.7
24,male,India,Master,Business Analyst,0.3,4,77,7605,21890,no,yes,low,Business Analyst,yes,4,5,5,24,84,yes,5,Russell,1,London,948,790,2714,8197,482,70,49920,no,22807,35.1
30,male,India,Bachelor,Web Developer,5.8,4,76,8554,24892,yes,no,high,Cybersecurity Analyst,yes,3,5,5,32,74,yes,5,Russell,1,Leeds,1579,716,2923,6030,433,63,66560,no,19970,52.2
25,female,India,Bachelor,Data Analyst,1.4,3,68,7283,26763,no,yes,high,Web Developer,yes,1,5,4,25,77,yes,5,Russell,1,London,1162,858,3060,6611,305,55,52000,no,20762,36.4
29,female,India,Master,Business Analyst,1.8,3,69,6173,29136,yes,no,low,Web Developer,yes,2,5,4,43,83,yes,5,Russell,1,Nottingham,1032,565,3441,11960,557,57,89440,yes,23517,79.4
28,male,India,Master,Cybersecurity Analyst,1.8,5,69,7484,21830,no,yes,low,Software Engineer,no,1,3,4,40,83,yes,5,Russell,2,Leeds,1243,756,3638,10397,510,62,83200,yes,18814,75.5
23,male,India,Master,AI Engineer,1.4,4,84,5522,17484,no,no,medium,Cybersecurity Analyst,yes,3,4,1,27,81,yes,5,Russell,1,Leeds,1075,634,2099,9010,350,72,56160,no,21101,40.2
21,female,India,Master,Data Analyst,0.0,3,66,10568,13495,yes,no,high,Web Developer,yes,5,2,4,35,82,yes,5,Russell,2,London,1290,874,3309,8912,446,72,72800,yes,19654,61.4
23,female,India,Bachelor,Data Analyst,4.4,3,75,6601,19267,no,yes,high,Software Engineer,yes,5,2,2,21,74,yes,5,Non-Russell,1,London,910,889,3848,9802,427,73,43680,no,19261,29.4
24,female,India,Bachelor,Cybersecurity Analyst,5.8,5,88,6657,27593,yes,no,low,AI Engineer,no,3,1,4,32,80,yes,5,Russell,2,Birmingham,1100,554,2634,8812,557,61,66560,no,26422,49.6
22,male,India,Bachelor,Web Developer,1.3,5,77,10080,15398,yes,yes,low,Software Engineer,no,3,3,2,28,81,yes,5,Non-Russell,2,Manchester,902,855,1579,6682,350,74,58240,no,13680,57.8
21,female,India,Master,Software Engineer,4.0,5,65,9662,14743,yes,yes,high,Data Analyst,yes,2,2,3,39,74,yes,5,Russell,1,Leeds,1113,742,2335,6256,453,60,81120,yes,25319,71.0
27,male,India,Master,AI Engineer,4.5,3,86,11325,13171,no,yes,medium,AI Engineer,no,4,4,1,20,83,yes,5,Non-Russell,2,Manchester,1206,751,2151,6939,369,65,41600,no,15522,29.7
28,female,India,Bachelor,Data Analyst,5.1,3,79,6159,24005,no,yes,low,Cybersecurity Analyst,no,1,5,1,32,79,yes,5,Russell,2,Manchester,1443,520,3980,13224,575,59,66560,no,27173,38.1
27,male,India,Bachelor,AI Engineer,2.5,5,60,6449,24708,yes,no,high,AI Engineer,no,1,1,5,20,71,yes,5,Non-Russell,2,Leeds,1459,806,1916,12152,578,66,41600,no,14057,24.3
34,female,India,Bachelor,Data Analyst,1.8,4,60,7830,21004,no,yes,high,AI Engineer,no,5,4,3,32,81,yes,5,Russell,1,London,1226,662,2970,13172,433,55,66560,no,27124,39.4
25,female,India,Bachelor,AI Engineer,2.0,5,71,4121,18962,no,yes,medium,Cybersecurity Analyst,yes,5,2,2,23,80,yes,5,Non-Russell,2,Birmingham,1098,855,3565,8894,519,73,47840,no,16821,37.4
32,female,India,Master,Business Analyst,4.3,5,80,8368,18775,no,yes,medium,Cybersecurity Analyst,yes,2,3,3,18,80,yes,5,Russell,2,Nottingham,1500,763,2577,9185,462,65,37440,no,27601,3.2
21,female,India,Bachelor,Data Analyst,4.9,5,87,5317,11557,yes,yes,low,Web Developer,no,3,1,1,31,74,yes,5,Russell,1,Leeds,1008,567,3403,6776,435,69,64480,no,22628,53.9
27,female,India,Bachelor,AI Engineer,1.1,5,61,8493,11587,no,no,low,Data Analyst,no,1,2,2,33,84,yes,5,Non-Russell,1,Leeds,1190,606,2245,8732,356,70,68640,yes,17500,59.3
33,male,India,Bachelor,Software Engineer,2.2,3,63,6518,24535,yes,yes,low,Cybersecurity Analyst,no,2,1,3,18,81,yes,5,Non-Russell,2,Nottingham,1007,899,3502,6731,476,57,37440,no,15612,29.2
27,female,India,Bachelor,Business Analyst,5.4,4,76,9080,8954,no,no,high,Business Analyst,no,5,2,1,38,76,yes,5,Russell,2,Manchester,1307,566,1739,11324,414,65,79040,yes,24269,59.7
29,female,India,Bachelor,Business Analyst,4.8,5,63,5230,21794,no,no,low,Business Analyst,yes,5,5,2,34,71,yes,5,Non-Russell,1,Birmingham,1451,698,3444,12167,448,65,70720,yes,12202,61.7
23,female,India,Bachelor,Software Engineer,5.9,4,70,5133,28738,yes,no,high,Data Analyst,no,1,3,2,43,83,yes,5,Non-Russell,1,Manchester,951,691,3965,12636,540,64,89440,yes,12941,92.9
29,male,India,Bachelor,AI Engineer,4.5,4,81,11607,8687,no,yes,low,Software Engineer,yes,5,5,1,25,82,yes,5,Russell,2,Nottingham,1011,501,2355,8042,422,56,52000,no,24589,33.8
34,female,India,Master,Cybersecurity Analyst,2.4,4,85,5301,16501,yes,yes,medium,Software Engineer,no,5,2,2,35,75,yes,5,Non-Russell,2,Nottingham,1194,756,3296,6969,591,74,72800,yes,12570,76.5
21,male,India,Master,Software Engineer,3.5,5,63,8034,23138,no,yes,medium,Business Analyst,yes,4,4,1,33,76,yes,5,Russell,1,Birmingham,1479,500,3271,13849,368,59,68640,yes,20504,44.7
21,female,India,Master,AI Engineer,4.0,3,60,11735,17694,yes,yes,high,Cybersecurity Analyst,no,3,5,4,23,74,yes,5,Non-Russell,1,Nottingham,1088,857,1919,13573,362,62,47840,no,12195,35.1
34,female,India,Master,Software Engineer,0.5,5,66,5910,11127,no,no,medium,Data Analyst,yes,5,4,4,27,78,yes,5,Russell,2,Nottingham,964,614,3763,6102,520,67,56160,no,26903,40.8
24,male,India,Bachelor,Software Engineer,3.3,4,89,10712,20760,no,no,high,Software Engineer,yes,4,2,2,27,83,yes,5,Non-Russell,2,Birmingham,1473,890,2208,7083,315,69,56160,no,12417,47.0
29,female,India,Master,Data Analyst,4.3,4,77,5505,19559,no,yes,high,Software Engineer,yes,2,3,2,22,73,yes,5,Russell,1,Leeds,1364,587,3167,11205,377,56,45760,no,19471,22.3
26,male,India,Master,AI Engineer,1.0,3,68,11970,22796,yes,yes,medium,AI Engineer,no,5,4,1,43,83,yes,5,Russell,2,Manchester,1157,696,2853,10862,421,66,89440,yes,24595,75.4
33,male,India,Bachelor,Cybersecurity Analyst,4.7,5,88,7185,11395,yes,yes,high,Business Analyst,yes,2,2,2,29,83,yes,5,Non-Russell,2,Leeds,1545,591,3535,9070,557,62,60320,no,19556,43.3
31,female,India,Bachelor,Data Analyst,3.5,4,62,5916,8845,yes,yes,medium,Cybersecurity Analyst,no,5,4,5,37,82,yes,5,Non-Russell,2,Leeds,1533,773,2179,9748,516,73,76960,yes,12008,72.7
23,male,India,Master,Software Engineer,5.7,3,67,11040,9164,no,yes,low,Data Analyst,yes,1,5,4,34,79,yes,5,Russell,2,Manchester,1230,843,1986,6371,413,55,70720,yes,19608,62.5
21,female,India,Master,Web Developer,0.3,4,88,8915,20954,yes,yes,low,Software Engineer,yes,4,2,2,31,84,yes,5,Russell,1,Leeds,1400,659,2122,6678,445,62,64480,no,23552,47.1
24,female,India,Bachelor,Software Engineer,1.6,3,83,10996,13904,yes,yes,medium,AI Engineer,no,4,5,2,31,70,yes,5,Non-Russell,1,Birmingham,1582,672,2938,12739,536,64,64480,no,18526,44.4
32,male,India,Master,Software Engineer,3.6,3,78,7548,21731,yes,no,medium,Business Analyst,yes,1,1,3,20,83,yes,5,Non-Russell,2,Manchester,1109,532,1718,12089,385,67,41600,no,13552,27.4
33,male,India,Bachelor,AI Engineer,1.8,5,63,6757,29744,yes,no,medium,Business Analyst,no,3,2,2,29,77,yes,5,Non-Russell,2,London,988,572,3928,6201,466,59,60320,no,13035,62.3
29,male,India,Bachelor,AI Engineer,4.3,4,77,5956,8354,yes,no,medium,Data Analyst,no,4,4,5,37,84,yes,5,Non-Russell,2,Leeds,1578,695,3634,11721,428,63,76960,yes,16571,62.4
23,male,India,Bachelor,Data Analyst,4.6,5,79,10464,26256,yes,no,low,Software Engineer,no,2,1,4,35,77,yes,5,Non-Russell,2,Nottingham,927,783,2984,6088,464,64,72800,yes,13617,78.5
32,female,India,Bachelor,Cybersecurity Analyst,0.6,4,86,4178,26408,yes,yes,high,Data Analyst,no,4,5,3,29,76,yes,5,Non-Russell,1,Manchester,1137,586,3958,12580,576,68,60320,no,18722,46.4
29,female,India,Master,Data Analyst,3.1,5,70,4896,10817,yes,yes,high,Data Analyst,yes,3,5,1,19,77,yes,5,Russell,2,London,1235,808,2190,12263,556,65,39520,no,18732,18.6
27,male,India,Bachelor,Business Analyst,3.1,4,86,10362,11832,yes,yes,low,Web Developer,yes,2,4,1,19,71,yes,5,Non-Russell,2,Nottingham,962,723,3529,12299,431,68,39520,no,18075,21.7
32,female,India,Bachelor,Software Engineer,2.2,5,73,10932,20467,yes,yes,high,AI Engineer,no,2,1,4,44,72,yes,5,Non-Russell,1,London,1452,543,2512,7996,357,57,91520,yes,13076,90.9
34,female,India,Master,Web Developer,5.6,3,84,10068,16257,no,yes,low,Business Analyst,yes,1,3,1,34,78,yes,5,Non-Russell,1,Leeds,1399,835,1946,10494,556,70,70720,yes,19603,56.9
24,female,India,Bachelor,Software Engineer,5.0,4,77,5551,21107,no,no,high,Web Developer,yes,5,4,5,27,70,yes,5,Non-Russell,2,Nottingham,1440,637,3847,11819,440,74,56160,no,16301,38.5
23,female,India,Master,Software Engineer,4.2,4,87,4491,20458,yes,yes,medium,Cybersecurity Analyst,no,1,5,2,35,77,yes,5,Russell,1,Leeds,1368,769,3955,6187,473,71,72800,yes,26623,55.3
30,male,India,Master,Data Analyst,4.3,3,87,4060,18713,no,no,medium,Business Analyst,yes,5,2,4,39,77,yes,5,Russell,1,Nottingham,1491,858,1874,13941,474,59,81120,yes,24534,56.8
25,male,India,Master,Web Developer,2.8,5,88,5077,10581,no,yes,medium,Business Analyst,no,1,1,3,36,76,yes,5,Russell,2,Manchester,950,535,3780,11171,508,61,74880,yes,23385,62.6
25,female,India,Bachelor,Web Developer,5.5,4,75,9799,17582,yes,no,low,AI Engineer,yes,5,3,2,43,82,yes,5,Russell,2,Birmingham,1011,533,3422,10747,503,71,89440,yes,22494,81.7
23,male,India,Master,Web Developer,4.2,4,62,10681,26870,yes,yes,low,Cybersecurity Analyst,yes,4,2,1,38,83,yes,5,Non-Russell,1,Birmingham,1200,587,2137,7554,306,74,79040,yes,12912,78.9
32,male,India,Master,Data Analyst,4.4,5,74,6895,16418,yes,no,high,Software Engineer,no,2,1,1,18,80,yes,5,Russell,2,London,989,645,3270,11599,350,65,37440,no,19279,16.8
29,male,India,Bachelor,Software Engineer,5.2,3,86,11131,26827,no,yes,high,Cybersecurity Analyst,yes,5,4,3,41,74,yes,5,Non-Russell,1,Nottingham,1128,515,3733,10682,558,66,85280,yes,16070,83.7
24,female,India,Master,Data Analyst,1.6,5,86,8160,22419,yes,yes,high,Software Engineer,yes,4,4,5,21,73,yes,5,Non-Russell,1,Leeds,1049,732,3625,6229,477,56,43680,no,19145,32.7
31,female,India,Master,AI Engineer,4.8,5,63,7683,19814,no,yes,low,Cybersecurity Analyst,no,3,1,3,42,79,yes,5,Russell,1,Manchester,1037,540,3004,9552,330,73,87360,yes,23164,76.7
25,female,India,Master,AI Engineer,1.2,5,64,4585,9036,yes,yes,high,Data Analyst,yes,1,3,4,21,79,yes,5,Russell,2,Manchester,1034,754,1693,11249,453,59,43680,no,18854,26.5
24,male,India,Master,Data Analyst,2.1,4,76,9823,18024,no,no,medium,Cybersecurity Analyst,no,3,1,3,19,82,yes,5,Non-Russell,2,Manchester,1356,780,2899,6054,354,65,39520,no,17922,22.6
25,female,India,Master,Web Developer,2.0,3,66,10314,18932,no,yes,high,Web Developer,yes,4,2,1,36,84,yes,5,Russell,1,Birmingham,1500,625,3834,10366,455,73,74880,yes,20586,58.0
27,female,India,Bachelor,Software Engineer,5.9,3,75,11440,15435,yes,no,medium,Web Developer,no,3,2,5,38,79,yes,5,Russell,1,Leeds,1393,507,3005,10031,343,61,79040,yes,22840,60.7
29,male,India,Master,Data Analyst,5.1,5,73,7960,9548,yes,yes,low,AI Engineer,no,3,4,5,29,83,yes,5,Non-Russell,2,Manchester,1426,867,3246,7123,380,60,60320,no,13932,52.0
27,female,India,Master,Data Analyst,4.2,4,85,7770,13065,no,no,medium,Software Engineer,no,4,1,3,27,79,yes,5,Non-Russell,1,Manchester,1232,849,1749,9140,465,65,56160,no,17280,44.2
33,female,India,Bachelor,Data Analyst,4.4,5,75,4534,28341,no,yes,medium,Business Analyst,no,2,4,4,30,75,yes,5,Non-Russell,1,London,1261,839,2724,9370,329,68,62400,no,19694,46.3
25,male,India,Bachelor,Business Analyst,3.4,4,66,7462,11407,yes,yes,medium,AI Engineer,no,5,3,1,39,81,yes,5,Non-Russell,2,Nottingham,1073,823,2035,11065,435,58,81120,yes,12702,81.2
30,male,India,Bachelor,AI Engineer,5.7,4,68,8011,8639,yes,no,low,Web Developer,yes,1,2,2,40,80,yes,5,Non-Russell,2,Nottingham,1501,675,3847,7552,313,62,83200,yes,18670,72.4
30,male,India,Master,Web Developer,3.0,4,63,10836,8172,no,yes,low,Web Developer,yes,5,5,5,37,70,yes,5,Russell,2,Nottingham,1112,727,2606,11473,405,63,76960,yes,27811,55.2
27,female,India,Bachelor,Cybersecurity Analyst,2.3,4,89,7398,13666,yes,yes,low,Software Engineer,no,1,5,3,40,82,yes,5,Non-Russell,2,London,1242,822,1957,13795,374,56,83200,yes,13898,75.4
34,female,India,Master,Web Developer,1.0,3,89,6155,12354,no,no,low,Web Developer,yes,5,1,4,32,74,yes,5,Non-Russell,1,Birmingham,960,866,2887,11271,378,65,66560,no,18555,55.9
30,female,India,Master,Cybersecurity Analyst,4.7,4,81,9966,28343,yes,yes,high,Web Developer,no,3,1,4,43,83,yes,5,Non-Russell,2,London,960,517,1539,12473,493,74,89440,yes,15593,88.9
25,male,India,Bachelor,Business Analyst,4.4,4,70,11329,18109,yes,no,low,Software Engineer,yes,2,5,1,20,73,yes,5,Russell,2,Manchester,1577,555,3039,6115,395,61,41600,no,18714,21.4
23,male,India,Bachelor,Data Analyst,2.3,5,61,10957,10886,yes,yes,medium,Web Developer,yes,3,1,5,40,73,yes,5,Non-Russell,1,Leeds,1423,534,3655,9613,339,58,83200,yes,12198,79.5
27,female,India,Master,Business Analyst,0.2,5,71,5004,10164,no,no,low,Business Analyst,no,2,2,1,37,76,yes,5,Non-Russell,1,Manchester,1115,889,1760,10418,555,68,76960,yes,15232,74.7
33,female,India,Bachelor,Business Analyst,5.0,3,71,6499,11945,yes,no,high,Data Analyst,no,4,3,2,30,78,yes,5,Russell,1,Manchester,1488,617,3141,8610,406,55,62400,no,21726,42.4
31,male,India,Master,Software Engineer,0.1,5,89,9325,29619,no,no,high,AI Engineer,yes,1,3,2,25,77,yes,5,Non-Russell,2,Leeds,1523,781,2747,11691,316,66,52000,no,16484,30.0
31,male,India,Bachelor,AI Engineer,4.2,4,63,10733,18401,yes,no,high,Business Analyst,yes,1,4,2,42,80,yes,5,Non-Russell,1,Nottingham,1477,753,1625,12372,314,73,87360,yes,12473,79.8
22,male,India,Bachelor,Cybersecurity Analyst,5.8,5,77,9135,15746,no,yes,medium,Business Analyst,no,4,2,4,24,82,yes,5,Non-Russell,2,London,1593,712,2729,13938,571,59,49920,no,17500,26.0
32,male,India,Bachelor,Data Analyst,2.6,3,85,4326,19975,no,yes,low,Data Analyst,yes,5,1,5,41,83,yes,5,Russell,1,Birmingham,1322,560,2806,6359,312,62,85280,yes,26114,69.8
29,female,India,Master,Cybersecurity Analyst,1.4,5,80,8703,26974,yes,no,low,AI Engineer,yes,4,1,1,25,81,yes,5,Russell,2,Manchester,1322,587,3601,13172,546,65,52000,no,26646,21.8
30,male,India,Bachelor,Web Developer,4.2,5,66,6706,15754,no,yes,low,Business Analyst,no,4,4,1,35,77,yes,5,Non-Russell,1,Manchester,1270,770,3893,6027,513,58,72800,yes,12591,75.4
30,female,India,Master,Cybersecurity Analyst,4.9,3,88,4001,23596,no,yes,medium,Web Developer,yes,2,4,2,26,74,yes,5,Non-Russell,2,Birmingham,1105,846,1635,9837,450,69,54080,no,19291,39.8
32,female,India,Master,Web Developer,3.3,3,60,5033,29318,no,yes,medium,Data Analyst,no,4,1,5,23,75,yes,5,Non-Russell,2,London,1185,531,3877,13531,591,74,47840,no,13848,35.1
21,female,India,Master,AI Engineer,5.8,4,85,6481,28460,no,no,high,AI Engineer,no,1,1,5,44,71,yes,5,Russell,1,Manchester,1004,895,2959,9533,342,66,91520,yes,24447,81.1
33,male,India,Master,Web Developer,0.3,5,85,4124,13185,yes,yes,high,Cybersecurity Analyst,no,3,2,3,21,82,yes,5,Russell,1,Birmingham,1587,632,1635,11350,413,74,43680,no,18151,18.3
26,male,India,Bachelor,Cybersecurity Analyst,3.0,4,82,5104,9093,yes,yes,low,Software Engineer,yes,2,4,5,32,80,yes,5,Russell,2,Manchester,1442,563,2312,7418,380,64,66560,no,26791,43.0
27,male,India,Master,Cybersecurity Analyst,4.3,5,85,10628,11880,yes,no,medium,Web Developer,yes,2,2,5,22,83,yes,5,Russell,1,Nottingham,1141,698,2351,10039,440,70,45760,no,27514,17.9
34,male,India,Master,Web Developer,5.2,5,72,6699,18686,no,yes,medium,Data Analyst,no,5,1,1,43,72,yes,5,Russell,2,Nottingham,1390,755,3244,8916,329,62,89440,yes,23648,74.2
33,female,India,Bachelor,Business Analyst,1.1,4,65,5861,18771,no,no,low,Software Engineer,no,3,5,5,22,74,yes,5,Russell,2,Manchester,1564,841,3438,11831,329,74,45760,no,19511,17.7
28,male,India,Master,AI Engineer,4.8,5,65,9269,18680,yes,no,low,Cybersecurity Analyst,yes,2,5,5,24,71,yes,5,Non-Russell,2,Manchester,1397,654,2370,11963,565,62,49920,no,19203,29.3
30,male,India,Bachelor,Software Engineer,3.3,5,71,10943,10785,yes,no,high,Business Analyst,yes,4,1,1,26,72,yes,5,Russell,1,Nottingham,1334,730,2972,7294,398,60,54080,no,18231,40.1
29,female,India,Master,Data Analyst,2.4,5,67,6920,22799,no,yes,high,Business Analyst,yes,2,4,5,24,73,yes,5,Non-Russell,2,Manchester,1383,800,2134,11970,393,57,49920,no,17294,29.3
22,male,India,Bachelor,Cybersecurity Analyst,0.8,3,83,11507,24280,yes,yes,high,AI Engineer,no,2,5,1,26,75,yes,5,Russell,2,London,1346,534,3151,13471,510,62,54080,no,25841,24.2
31,female,India,Master,Data Analyst,5.2,4,81,4128,14539,yes,no,low,Data Analyst,no,2,4,3,37,74,yes,5,Non-Russell,2,London,1283,525,2168,13550,594,64,76960,yes,19283,63.6
30,female,India,Bachelor,Software Engineer,0.9,3,78,4437,25958,no,no,low,Data Analyst,yes,5,5,4,27,79,yes,5,Russell,2,Leeds,1409,522,2793,9629,336,59,56160,no,25749,28.2
22,female,India,Master,Data Analyst,1.9,4,64,8846,24016,yes,no,high,AI Engineer,yes,2,4,1,43,73,yes,5,Non-Russell,1,London,1069,640,1768,8075,388,65,89440,yes,19482,86.3
25,female,India,Master,Software Engineer,1.7,4,77,6548,22730,no,no,high,Software Engineer,yes,2,5,1,21,82,yes,5,Non-Russell,1,Manchester,1222,886,2360,11638,554,58,43680,no,16010,28.3
33,female,India,Bachelor,Web Developer,5.2,5,89,7129,18565,yes,no,medium,Business Analyst,no,5,4,5,23,84,yes,5,Non-Russell,2,Manchester,1373,784,1981,10839,513,71,47840,no,17339,30.0
25,female,India,Bachelor,Business Analyst,4.0,4,64,5221,16060,no,no,medium,Business Analyst,no,3,2,1,41,71,yes,5,Russell,1,Birmingham,1131,819,2761,13366,313,57,85280,yes,27804,61.7
26,female,India,Bachelor,Cybersecurity Analyst,4.8,3,89,10354,11990,no,yes,high,Data Analyst,yes,1,4,2,31,81,yes,5,Russell,1,London,1595,655,3832,9677,491,72,64480,no,27762,35.7
23,female,India,Bachelor,Software Engineer,1.5,3,84,4901,29594,no,no,high,Data Analyst,yes,5,2,2,26,80,yes,5,Russell,2,Nottingham,1258,612,1602,9153,594,62,54080,no,27231,30.5
28,male,India,Master,Data Analyst,3.7,3,69,10188,29229,no,no,medium,AI Engineer,no,5,2,3,18,74,yes,5,Non-Russell,1,Nottingham,1174,889,2953,11207,481,66,37440,no,14181,22.9
33,male,India,Master,Cybersecurity Analyst,3.4,4,60,7168,25573,no,no,high,Cybersecurity Analyst,no,2,1,1,34,74,yes,5,Non-Russell,1,Leeds,931,638,2291,13557,429,70,70720,yes,13654,65.7
21,male,India,Bachelor,Business Analyst,5.0,3,69,9398,27073,yes,yes,medium,Software Engineer,yes,2,2,5,30,80,yes,5,Non-Russell,1,Birmingham,1076,873,3177,11817,523,68,62400,no,16217,53.3
26,male,India,Master,Web Developer,5.4,4,64,10678,12095,yes,yes,medium,Web Developer,yes,1,3,5,41,76,yes,5,Russell,1,Nottingham,964,708,1738,7778,342,70,85280,yes,23151,77.6
24,female,India,Bachelor,Cybersecurity Analyst,0.1,3,71,9529,22549,yes,yes,medium,Cybersecurity Analyst,yes,2,2,4,44,70,yes,5,Russell,1,Leeds,926,822,3088,10675,480,58,91520,yes,24406,83.0
21,male,India,Bachelor,Software Engineer,4.0,3,81,10604,26259,no,yes,low,Cybersecurity Analyst,no,4,4,3,24,73,yes,5,Non-Russell,1,London,1562,863,2381,9894,468,55,49920,no,13021,35.8
27,female,India,Master,Business Analyst,0.3,4,89,8486,27790,yes,no,low,Data Analyst,yes,2,2,5,26,80,yes,5,Russell,2,Birmingham,1378,585,3735,8498,563,55,54080,no,22678,34.8
29,male,India,Master,Data Analyst,3.3,3,86,7918,17979,no,yes,high,Data Analyst,no,2,4,4,28,74,yes,5,Russell,1,Birmingham,1167,784,2387,10528,395,69,58240,no,25145,35.0
33,male,India,Master,Business Analyst,1.7,5,66,5067,28316,no,no,medium,Data Analyst,no,4,4,5,20,77,yes,5,Russell,2,Manchester,1496,559,2779,6373,502,74,41600,no,23927,17.4
24,male,India,Master,Business Analyst,1.8,4,68,4026,13408,yes,no,low,Cybersecurity Analyst,yes,1,3,4,43,81,yes,5,Russell,2,London,965,553,2423,12578,367,74,89440,yes,18599,83.0
24,female,India,Master,AI Engineer,2.1,4,81,10937,28245,no,no,high,Software Engineer,yes,4,2,2,29,84,yes,5,Non-Russell,2,Birmingham,1032,592,2293,11306,391,57,60320,no,15670,50.7
26,male,India,Master,Business Analyst,3.7,4,80,11264,21937,yes,no,high,Data Analyst,no,5,2,2,38,81,yes,5,Russell,1,Leeds,1265,824,2175,11870,565,68,79040,yes,21576,65.3
32,female,India,Master,Business Analyst,2.0,5,71,11118,10833,no,no,high,Business Analyst,yes,4,5,5,20,77,yes,5,Russell,1,Nottingham,981,872,3939,12137,477,63,41600,no,27145,13.4
23,female,India,Bachelor,Cybersecurity Analyst,4.4,4,82,4547,13285,no,no,high,Software Engineer,no,3,5,3,32,70,yes,5,Non-Russell,2,London,1227,764,3181,13557,450,73,66560,no,13076,57.0
33,male,India,Bachelor,Data Analyst,2.4,3,88,6668,17589,yes,yes,high,Business Analyst,yes,5,1,1,38,74,yes,5,Non-Russell,2,London,997,881,2991,8265,346,62,79040,yes,19372,73.5
